Unnamed: 0,smiles,property,value,Polymer_BRICS
2812,[*]OC(C)COC(=O)C1CCC(C([*])=O)CC1,Egc,6.3027,"['O', 'O', 'CCC', 'C=O', 'C=O', 'C1CCCCC1']"
2813,[*]Cc1ccc(COC(=O)CC(=O)O[*])cc1,Egc,5.5783,"['O', 'O=CCC=O', 'O', 'C', 'C', 'c1ccccc1']"
2814,[*]Cc1ccc(COC(=O)CCCCCCCCCCCCCCCCCCC(=O)O[*])cc1,Egc,5.5452,"['O', 'O=CCCCCCCCCCCCCCCCCCCC=O', 'O', 'C', 'C', 'c1ccccc1']"
2815,[*]Cc1ccc(COC(=O)CCCCS(=O)(=O)CCCCC(=O)O[*])cc1,Egc,5.4522,"['O', 'O=CCCCCS(=O)(=O)CCCCC=O', 'O', 'C', 'C', 'c1ccccc1']"
2816,[*]CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)O[*],Egc,6.641,"['O', 'O=CCCCCCCCCC=O', 'O', 'CCCCCCCCCCCCCCCC']"
2817,[*]CC(C)(CC)COC(=O)CCCCCCCCC(=O)O[*],Egc,6.7916,"['O', 'O=CCCCCCCCCC=O', 'O', 'CCC(C)(C)C']"
2818,[*]OC(C)CCC(C)OC(=O)CCCCCCCCC([*])=O,Egc,6.1872,"['O=CCCCCCCCCC=O', 'O', 'O', 'CCCCCC']"
2819,[*]CC#CC#CCOC(=O)CCCCC(=O)O[*],Egc,5.0598,"['O', 'O=CCCCCC=O', 'O', 'CC#CC#CC']"
2820,[*]CC(CCl)(CCl)COC(=O)CCCCCCCCC(=O)O[*],Egc,6.9205,"['O', 'O=CCCCCCCCCC=O', 'O', 'CC(C)(CCl)CCl']"
2821,[*]CC(CCl)(CCl)COC(=O)c1cccc(C(=O)O[*])c1,Egc,4.938,"['O', 'O', 'CC(C)(CCl)CCl', 'C=O', 'c1ccccc1']"
2822,[*]CC(CCl)(CCl)COC(=O)c1ccc(C(=O)O[*])cc1,Egc,4.7184,"['O', 'O', 'CC(C)(CCl)CCl', 'C=O', 'c1ccccc1']"
2823,[*]CC(CCl)(CI)COC(=O)CCCCC(=O)O[*],Egc,5.5293,"['O', 'O=CCCCCC=O', 'O', 'CC(C)(CCl)CI']"
2824,[*]CC1CCC(COC(=O)c2ccc(NC(=O)O[*])cc2)CC1,Egc,4.5441,"['O', 'C=O', 'O', 'N', 'C=O', 'c1ccccc1', 'C', 'C', 'C1CCCCC1']"
2825,[*]OC(CC(C)C)C([*])=O,Egc,6.5186,"['O', 'CC(C)CCC=O']"
2826,[*]OC1CCC(OC(=O)CCC([*])=O)CC1,Egc,6.4253,"['O=CCCC=O', 'O', 'O', 'C1CCCCC1']"
2827,[*]CCCCOC(=O)C1C(=O)C2CCC1C(=O)C2C(=O)O[*],Egc,5.3882,"['O', 'O', 'CCCC', 'C=O', 'O=C1CC2CCC1CC2=O']"
2828,[*]CC(CC)(C(=O)O[*])c1ccccc1,Egc,5.327,"['O', 'c1ccccc1', 'CCC(C)C=O']"
2829,[*]CCCCCCOC(=O)C1C(=O)C2CCC1C(=O)C2C(=O)O[*],Egc,5.2747,"['O', 'O', 'CCCCCC', 'C=O', 'O=C1CC2CCC1CC2=O']"
2830,[*]Oc1c(C(C)C)cc(C([*])=O)cc1C(C)C,Egc,4.7789,"['O', 'C=O', 'CCC', 'c1ccccc1']"
2831,[*]CCCCCCCCOC(=O)c1cccc(C(=O)O[*])c1,Egc,5.1133,"['O', 'O', 'CCCCCCCC', 'C=O', 'c1ccccc1']"
2832,[*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)CCCCCCCCC([*])=O)cc2)cc1,Egc,3.996,"['O=CCCCCCCCCC=O', 'O', 'O', 'CC(=NN=C(C)c1ccccc1)c1ccccc1']"
2833,[*]CCCCCCCOC(=O)C(=O)O[*],Egc,5.2465,"['O', 'O=CC=O', 'O', 'CCCCCCC']"
2834,[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)c(C)c3)c3ccccc3-c3ccccc32)cc1C,Egc,3.4929,"['O', 'O', 'Cc1cccc(C2(c3cccc(C)c3)c3ccccc3-c3ccccc32)c1', 'C=O', 'C=O', 'c1ccccc1']"
2835,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1CCCCCCC,Egc,3.6219,"['O', 'O', 'C=O', 'C=O', 'c1ccccc1', 'CCCCCCC', 'c1ccccc1']"
2836,[*]OC(C)(CC([*])=O)C(F)(F)F,Egc,6.2535,"['O', 'CC(CC=O)C(F)(F)F']"
2837,[*]OC(C=C)CC([*])=O,Egc,6.1885,"['O', 'C=CCCC=O']"
2838,[*]OC(CC([*])=O)C1CCC=CO1,Egc,4.8999,"['O', 'CCC=O', 'C1=COCCC1']"
2839,[*]OC(CC([*])=O)C1CO1,Egc,6.757,"['O', 'C1CO1', 'CCC=O']"
2840,[*]OC(C)C(=O)OCC([*])=O,Egc,5.9109,"['O', 'CC=O', 'O', 'CCC=O']"
2841,[*]Oc1ccc(-c2ccc(C([*])=O)cc2)cc1,Egc,3.8635,"['O', 'C=O', 'c1ccccc1']"
2842,[*]OC(CCCCCCC=C)CC([*])=O,Egc,5.8983,"['O', 'C=CCCCCCCCCC=O']"
2843,[*]OC(CCc1ccccc1)CC([*])=O,Egc,5.4818,"['O', 'c1ccccc1', 'CCCCC=O']"
2844,[*]OC(CCCCC)CC([*])=O,Egc,6.5462,"['O', 'CCCCCCCC=O']"
2845,[*]CCOC(=O)c1ccc(NC(=O)CCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,Egc,4.188,"['O', 'O=CCCCCCCCC=O', 'O', 'CC', 'N', 'C=O', 'c1ccccc1']"
2846,[*]CCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,Egc,4.1632,"['O', 'O=CCCCCCCCCC=O', 'O', 'CCCCCCCCC', 'N', 'C=O', 'c1ccccc1']"
2847,[*]Oc1ccc(C(=O)OCCCOC(=O)c2ccc(OC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,Egc,4.0079,"['O', 'O', 'CCC', 'C=O', 'C=O', 'c1ccccc1']"
2848,[*]Oc1ccc2cc(C([*])=O)ccc2c1-c1ccccc1,Egc,3.7414,"['O', 'C=O', 'c1ccccc1', 'c1ccc2ccccc2c1']"
2849,[*]OC1CCC(C2CCC(OC(=O)CCCCCCCCC([*])=O)CC2)CC1,Egc,6.3469,"['O=CCCCCCCCCC=O', 'O', 'O', 'C1CCC(C2CCCCC2)CC1']"
2850,[*]OC1CCC(C2CCC(OC(=O)CCCCCCCCCC([*])=O)CC2)CC1,Egc,6.4908,"['O=CCCCCCCCCCC=O', 'O', 'O', 'C1CCC(C2CCCCC2)CC1']"
2851,[*]OC1CCC(C2CCC(OC(=O)CCCCCCCCCCC([*])=O)CC2)CC1,Egc,6.4832,"['O=CCCCCCCCCCCC=O', 'O', 'O', 'C1CCC(C2CCCCC2)CC1']"
2852,[*]OC1CCC(C2CCC(OC(=O)CCCCCCCCCCCC([*])=O)CC2)CC1,Egc,6.4758,"['O=CCCCCCCCCCCCC=O', 'O', 'O', 'C1CCC(C2CCCCC2)CC1']"
2853,[*]Oc1ccc(-c2ccc(C([*])=O)cc2)cc1Br,Egc,3.8867,"['O', 'C=O', 'c1ccccc1', 'Brc1ccccc1']"
2854,[*]Oc1ccc2cc(C([*])=O)ccc2c1Br,Egc,3.7175,"['O', 'C=O', 'Brc1cccc2ccccc12']"
2855,[*]CCCS(=O)(=O)CCCS(=O)(=O)CCCOC(=O)c1ccccc1C(=O)O[*],Egc,5.0984,"['O', 'O', 'CCCS(=O)(=O)CCCS(=O)(=O)CCC', 'C=O', 'c1ccccc1']"
2856,[*]CCC(C)CC(=O)O[*],Egc,6.826,"['O', 'CCC(C)CC=O']"
2857,[*]Oc1ccc(C([*])=O)cc1Cl,Egc,4.5769,"['O', 'C=O', 'Clc1ccccc1']"
2858,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Oc2ccc(F)cc2)cc1,Egc,3.4967,"['O', 'O', 'Fc1ccccc1', 'c1ccccc1', 'C=O', 'C=O', 'c1ccccc1']"
2859,[*]Oc1ccc(OC(=O)Oc2ccc(C([*])=O)cc2)cc1,Egc,4.5384,"['C=O', 'O', 'O', 'c1ccccc1', 'C=O']"
2860,[*]CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)C(=O)O[*],Egc,3.7823,"['O', 'O=CC=O', 'O', 'CCCCCCCCCC#CC#CCCCCCCCCC']"
2861,[*]CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCC(=O)O[*],Egc,5.3773,"['O', 'O=CCCC=O', 'O', 'CCCCCCCCCC#CC#CCCCCCCCCC']"
2862,[*]CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCC(=O)O[*],Egc,5.4365,"['O', 'O=CCCCCC=O', 'O', 'CCCCCCCCCC#CC#CCCCCCCCCC']"
2863,[*]CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCCCC(=O)O[*],Egc,5.4734,"['O', 'O=CCCCCCCC=O', 'O', 'CCCCCCCCCC#CC#CCCCCCCCCC']"
2864,[*]CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCCCCCC(=O)O[*],Egc,5.4028,"['O', 'O=CCCCCCCCCC=O', 'O', 'CCCCCCCCCC#CC#CCCCCCCCCC']"
2865,[*]OC1CCC(OC(=O)C([*])=O)CC1,Egc,5.7861,"['O=CC=O', 'O', 'O', 'C1CCCCC1']"
2866,[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)CC3CC2C2CCCC32)cc1,Egc,3.4323,"['O', 'O', 'C=O', 'C=O', 'c1ccccc1', 'C1CC2C3CCC(C3)C2C1']"
2867,[*]Cc1ccc(-c2ccc(CSC(=O)CCC(=O)S[*])cc2)cc1,Egc,4.7843,"['O=C(S)CCC(=O)S', 'C', 'C', 'c1ccccc1']"
2868,[*]Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCCC)c(C([*])=O)cc2OCCCCCCCCCCCC)cc1,Egc,3.2519,"['O', 'O', 'CCCCCCCCCCCC', 'c1ccccc1', 'C=O', 'C=O', 'c1ccccc1']"
2869,[*]CCCCCCCCCCOC(=O)CCC=CCCC(=O)O[*],Egc,6.0842,"['O', 'O', 'CCCCCCCCCC', 'CCCC=O']"
2870,[*]CCCCCCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O[*],Egc,6.0336,"['O', 'O', 'CCCCCCCCCCCCCCCC', 'CCCC=O']"
2871,[*]CCCCCCCCCCCCCCCCOC(=O)CC=CCC(=O)O[*],Egc,5.8517,"['O', 'O', 'CCCCCCCCCCCCCCCC', 'CCC=O']"
2872,[*]Oc1c(C)cc(C2(c3cc(C)c(OC(=O)c4cc(C([*])=O)cc(C(C)(C)C)c4)c(C)c3)CC(C)CC(C)(C)C2)cc1C,Egc,3.335,"['O', 'O', 'C=O', 'C=O', 'CC(C)C', 'c1ccccc1', 'Cc1cccc(C)c1', 'CC1CCCC(C)(C)C1']"
2873,[*]CCCCCCOC(=O)CC=CCC(=O)O[*],Egc,5.811,"['O', 'O', 'CCCCCC', 'CCC=O']"
2874,[*]CCCCCCCCOC(=O)CC=CCC(=O)O[*],Egc,6.197,"['O', 'O', 'CCCCCCCC', 'CCC=O']"
2875,[*]CCCCCCCCCCOC(=O)CC=CCC(=O)O[*],Egc,6.0213,"['O', 'O', 'CCCCCCCCCC', 'CCC=O']"
2876,[*]CCCCCCCCCCCCOC(=O)CC=CCC(=O)O[*],Egc,5.9809,"['O', 'O', 'CCCCCCCCCCCC', 'CCC=O']"
2877,[*]CCCCCCCCCCCCCCOC(=O)CC=CCC(=O)O[*],Egc,6.1489,"['O', 'O', 'CCCCCCCCCCCCCC', 'CCC=O']"
2878,[*]CCCCCCOC(=O)CCC=CCCC(=O)O[*],Egc,5.9212,"['O', 'O', 'CCCCCC', 'CCCC=O']"
2879,[*]CCCCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O[*],Egc,6.0458,"['O', 'O', 'CCCCCCCCCCCCCC', 'CCCC=O']"
2880,[*]Oc1ccc(OC(=O)c2cc(OCCCCCCOCCCCC)c(C([*])=O)cc2OCCCCCCOCCCCC)cc1,Egc,3.6545,"['O', 'O', 'CCCCC', 'c1ccccc1', 'CCCCCC', 'C=O', 'C=O', 'c1ccccc1']"
2881,[*]CCOC(=O)c1ccc(C(=O)O[*])c2c1CC2,Egc,4.3335,"['O', 'O', 'CC', 'C=O', 'c1ccc2c(c1)CC2']"
2882,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCC([*])=O)cc2)C(=O)OCCCCCC)cc1,Egc,5.1422,"['O=CCCC=O', 'O', 'CCCCCC', 'O', 'N', 'CCC=O', 'c1ccccc1', 'CCC=O']"
2883,[*]C(=O)c1cccc(C(=O)c2ccc3c(c2)C(=Nc2cccc(N=C4OC(=O)c5cc([*])ccc54)c2)OC3=O)c1,Egc,2.869,"['C=O', 'O=C1OC(=Nc2cccc(N=C3OC(=O)c4ccccc43)c2)c2ccccc21', 'c1ccccc1', 'C=O']"
2884,[*]CCCCOC(=O)c1ccc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,Egc,3.6652,"['O', 'O', 'CCCC', 'C=O', 'c1ccccc1', 'NC=Nc1ccccc1']"
2885,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OCC)cc1,Egc,5.0929,"['O=CCCCCCCC=O', 'O', 'CC', 'O', 'N', 'CCC=O', 'c1ccccc1', 'CCC=O']"
2886,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,Egc,5.1162,"['O=CCCCCCCC=O', 'CO', 'O', 'O', 'N', 'CCC=O', 'c1ccccc1', 'CCC=O']"
2887,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OCCCCCCCCCCCC)cc1,Egc,5.1624,"['O=CCCCCCCC=O', 'O', 'CCCCCCCCCCCC', 'O', 'N', 'CCC=O', 'c1ccccc1', 'CCC=O']"
2888,[*]CCCCCCCCCOC(=O)c1ccc2cc(C(=O)O[*])ccc2c1,Egc,3.7681,"['O', 'O', 'CCCCCCCCC', 'C=O', 'c1ccc2ccccc2c1']"
2889,[*]CCCCCCCCCCCOC(=O)c1ccc2cc(C(=O)O[*])ccc2c1,Egc,3.7387,"['O', 'O', 'CCCCCCCCCCC', 'C=O', 'c1ccc2ccccc2c1']"
2890,[*]CCCCCCCCCCCCOC(=O)c1ccc2cc(C(=O)O[*])ccc2c1,Egc,3.6798,"['O', 'O', 'CCCCCCCCCCCC', 'C=O', 'c1ccc2ccccc2c1']"
2891,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1C1CCCCCC1,Egc,3.5076,"['O', 'O', 'C=O', 'C=O', 'c1ccccc1', 'C1CCCCCC1', 'c1ccccc1']"
2892,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1C1CCCCCCC1,Egc,3.5292,"['O', 'O', 'C=O', 'C=O', 'c1ccccc1', 'C1CCCCCCC1', 'c1ccccc1']"
2893,[*]CC(=O)NC(C)C(=O)O[*],Egc,5.8615,"['O', 'CC=O', 'N', 'CCC=O']"
2894,[*]OC(C)C(=O)NC(C)C([*])=O,Egc,5.6199,"['O', 'CCC=O', 'N', 'CCC=O']"
2895,[*]Oc1ccc(C(=O)NNC(=O)c2cccc(C(=O)NNC(=O)c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)c2)cc1,Egc,3.7359,"['O', 'O', 'C=O', 'C=O', 'c1ccccc1', 'c1ccccc1', 'O=CNNC=O']"
2896,[*]CCCCOC(=O)CC(N)C(=O)O[*],Egc,5.536,"['O', 'NC(C=O)CC=O', 'O', 'CCCC']"
2897,[*]CCOC(=O)C1C2C=CC(C2)C1C(=O)O[*],Egc,5.7779,"['O', 'O', 'CC', 'C=O', 'C1=CC2CCC1C2']"
2898,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCC([*])=O)cc2)C(=O)OC(C)CC)cc1,Egc,5.1256,"['O=CCCC=O', 'O', 'CCCC', 'O', 'N', 'CCC=O', 'c1ccccc1', 'CCC=O']"
2899,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCC([*])=O)cc2)C(=O)OCCOCCOCC)cc1,Egc,5.2606,"['O=CCCCC=O', 'O', 'CC', 'O', 'CC', 'N', 'CCC=O', 'c1ccccc1', 'CCC=O']"
2900,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OCC(C)C)cc1,Egc,5.1444,"['O=CCCCCCCC=O', 'O', 'CC(C)C', 'O', 'N', 'CCC=O', 'c1ccccc1', 'CCC=O']"
2901,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC(C)C)cc1,Egc,5.0034,"['O=CCCCCCCC=O', 'O', 'CCC', 'O', 'N', 'CCC=O', 'c1ccccc1', 'CCC=O']"
2902,[*]Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)CC(C)CCC([*])=O)cc2)C(=O)OCCCCCC)cc1,Egc,4.8662,"['CC(CC=O)CCC=O', 'O', 'CCCCCC', 'O', 'N', 'CC=O', 'c1ccccc1', 'CCC=O']"
2903,[*]Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)CC(C)CCC([*])=O)cc2)C(=O)OCCCCCCCC)cc1,Egc,5.2951,"['CC(CC=O)CCC=O', 'O', 'CCCCCCCC', 'O', 'N', 'CC=O', 'c1ccccc1', 'CCC=O']"
2904,[*]Oc1ccc(CCNC(=O)c2cccc(C([*])=O)c2)cc1,Egc,4.1401,"['O', 'N', 'C=O', 'C=O', 'c1ccccc1', 'CC', 'c1ccccc1']"
2905,[*]CC#CC#CCOC(=O)CCC(=O)O[*],Egc,4.9872,"['O', 'O=CCCC=O', 'O', 'CC#CC#CC']"
2906,[*]OC(C)C#CC#CC(C)OC(=O)c1ccc(C([*])=O)cc1,Egc,4.3105,"['O', 'O', 'CCC#CC#CCC', 'C=O', 'C=O', 'c1ccccc1']"
2907,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1Cl,Egc,3.9402,"['O', 'O', 'Clc1ccccc1', 'C=O', 'C=O', 'c1ccccc1']"
2908,[*]Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(OC(=O)CCCC([*])=O)cc1OC(=O)c1ccc(OCCCC)cc1,Egc,4.3317,"['O=CCCCC=O', 'CCCC', 'O', 'O', 'c1ccccc1', 'C=O', 'c1ccccc1']"
2909,[*]CCC(C)CCOC(=O)CCCCC(=O)O[*],Egc,6.7005,"['O', 'O=CCCCCC=O', 'O', 'CCC(C)CC']"
2910,[*]OC(CC)C([*])=O,Egc,6.3762,"['O', 'CCCC=O']"
2911,[*]OC(CCl)COC(=O)C1=C(C(=O)OCC(CCl)OC(=O)c2ccc(C([*])=O)cc2)C2C=CC1C2,Egc,3.8265,"['O=CC1=C(C=O)C2C=CC1C2', 'O', 'O', 'CCCCl', 'C=O', 'C=O', 'c1ccccc1']"
2912,[*]CCCCCCCCCCOC(=O)CCCCCCCCCCC(=O)O[*],Egc,6.8187,"['O', 'O=CCCCCCCCCCCC=O', 'O', 'CCCCCCCCCC']"
2913,[*]CCCCCCCCCCCCOC(=O)CCCCCCCCCCC(=O)O[*],Egc,6.669,"['O', 'O=CCCCCCCCCCCC=O', 'O', 'CCCCCCCCCCCC']"
2914,[*]CCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC(=O)O[*],Egc,6.4766,"['O', 'O=CCCCCCCCCCCCCC=O', 'O', 'CCCCCCCCCCCC']"
2915,[*]OC(CCCCCC)CC([*])=O,Egc,6.7534,"['O', 'CCCCCCCCC=O']"
2916,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CC(C)CCC([*])=O)cc2)C(=O)OC(C)CC)cc1,Egc,5.053,"['CC(CC=O)CCC=O', 'O', 'CCCC', 'O', 'N', 'CCC=O', 'c1ccccc1', 'CCC=O']"
2917,[*]Oc1ccc(OC(=O)c2ccc(OC(=O)CCCCCCC([*])=O)cc2)cc1,Egc,4.1613,"['O=CCCCCCCC=O', 'O', 'O', 'c1ccccc1', 'C=O']"
2918,[*]Oc1ccc(OC(=O)c2ccc(OC(=O)CCCCCCCCC([*])=O)cc2)cc1,Egc,4.2519,"['O=CCCCCCCCCC=O', 'O', 'O', 'c1ccccc1', 'C=O']"
2919,[*]CC(=O)NCC(=O)O[*],Egc,6.011,"['O', 'CC=O', 'N', 'CC=O']"
2920,[*]CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCC(=O)O[*],Egc,6.6006,"['O', 'O=CCCC=O', 'O', 'CCCCCCCCCCCCCCCCCCCCCC']"
2921,[*]C(=O)OC1CC([*])N(C(=O)OCc2ccccc2)C1,Egc,5.588,"['C=O', 'C=O', 'O', 'C1CCNC1', 'C', 'c1ccccc1']"
2922,[*]CCCCCCNC(=O)CCCC(=O)O[*],Egc,5.9363,"['O', 'O=CCCCC=O', 'N', 'CCCCCC']"
2923,[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)CCC(C(C)(C)C)CC2)cc1,Egc,3.1462,"['O', 'O', 'C=O', 'C=O', 'c1ccccc1', 'CC(C)C', 'C1CCCCC1']"
2924,[*]Oc1ccc(N=Nc2ccc(C([*])=O)cc2)cc1C,Egc,2.9443,"['O', 'C=O', 'Cc1cccc(N=Nc2ccccc2)c1']"
2925,[*]Oc1c(C)cc(N=Nc2ccc(C([*])=O)cc2)cc1C,Egc,3.7116,"['O', 'C=O', 'Cc1cc(C)cc(N=Nc2ccccc2)c1']"
2926,[*]Oc1ccc(-c2ccc(N=Nc3ccc(C([*])=O)cc3)cc2)cc1,Egc,3.5627,"['O', 'C=O', 'c1ccccc1', 'c1ccc(N=Nc2ccccc2)cc1']"
2927,[*]Oc1ccc2ccccc2c1N=Nc1ccc(C([*])=O)cc1,Egc,2.8394,"['O', 'C=O', 'c1ccc(N=Nc2cccc3ccccc23)cc1']"
2928,[*]CC(=O)NCCCCCCNC(=O)COC(=O)CCC(=O)O[*],Egc,5.663,"['O', 'CC=O', 'O=CCCC=O', 'O', 'CC=O', 'N', 'CCCCCC']"
2929,[*]CC(=O)NCCCCCCNC(=O)COC(=O)CCCCC(=O)O[*],Egc,6.0986,"['O', 'CC=O', 'O=CCCCCC=O', 'O', 'CC=O', 'N', 'CCCCCC']"
2930,[*]CC(=O)NCCCCCCNC(=O)COC(=O)CCCCCCC(=O)O[*],Egc,5.9354,"['O', 'CC=O', 'O=CCCCCCCC=O', 'O', 'CC=O', 'N', 'CCCCCC']"
2931,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1C(F)(F)F,Egc,3.9148,"['O', 'O', 'C=O', 'C=O', 'c1ccccc1', 'FC(F)F', 'c1ccccc1']"
2932,[*]CC#CCOC(=O)CCC(=O)O[*],Egc,5.9483,"['O', 'O=CCCC=O', 'O', 'CC#CC']"
2933,[*]CC#CCOC(=O)CCCCCCC(=O)O[*],Egc,6.2765,"['O', 'O=CCCCCCCC=O', 'O', 'CC#CC']"
2934,[*]CC#CCOC(=O)CCCCCCCCCCC(=O)O[*],Egc,6.5433,"['O', 'O=CCCCCCCCCCCC=O', 'O', 'CC#CC']"
2935,[*]CCC(=O)OCCCC=CCCCOC(=O)CCC1NC(=O)C([*])NC1=O,Egc,5.8952,"['CCC=O', 'O', 'CCCC', 'CCC=O', 'O=C1CNC(=O)CN1']"
2936,[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)CCC3CCCCC3C2)cc1,Egc,3.6386,"['O', 'O', 'C=O', 'C=O', 'c1ccccc1', 'c1ccccc1', 'C1CCC2CCCCC2C1']"
2937,[*]Nc1ccc(-c2ccc(NC(=O)CCCCCCCCC([*])=O)c(O)c2)cc1O,Egc,3.9935,"['O=CCCCCCCCCC=O', 'N', 'N', 'Oc1ccccc1']"
2938,[*]Nc1ccc(-c2ccc(NC(=O)c3cccc(C([*])=O)c3)c(S)c2)cc1S,Egc,3.6358,"['N', 'N', 'C=O', 'C=O', 'c1ccccc1', 'Sc1ccccc1']"
2939,[*]NNC(=O)c1cccc(C([*])=O)c1,Egc,5.0927,"['NNC=O', 'C=O', 'c1ccccc1']"
2940,[*]Cc1cccc(CN(C)C(=O)CCCCC(=O)N([*])C)c1,Egc,5.4868,"['CN', 'O=CCCCCC=O', 'CN', 'C', 'C', 'c1ccccc1']"
2941,[*]CCCP(CCCCCCCC)CCCNC(=O)CCCCC(=O)N[*],Egc,4.7376,"['N', 'O=CCCCCC=O', 'N', 'CCCCCCCCP(CCC)CCC']"
2942,[*]Cc1c(C)c(C)c(CNC(=O)CCCCCC(C)CC(=O)N[*])c(C)c1C,Egc,5.3395,"['N', 'CC(CC=O)CCCCCC=O', 'N', 'C', 'C', 'Cc1cc(C)c(C)cc1C']"
2943,[*]Cc1c(C)c(C)c(CNC(=O)CCCC(=O)N[*])c(C)c1C,Egc,5.2131,"['N', 'O=CCCCC=O', 'N', 'C', 'C', 'Cc1cc(C)c(C)cc1C']"
2944,[*]NC(C)(CCC)CC([*])=O,Egc,6.1134,"['N', 'CCCC(C)CC=O']"
2945,[*]CCCCCCCNC(=O)C=CCCC=CC(=O)N[*],Egc,5.3907,"['N', 'N', 'CCCCCCC', 'CC=O', 'CCCC']"
2946,[*]CCCCCCCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],Egc,5.6458,"['O', 'O=CNNC(=O)CCCCCCCCC(=O)NNC=O', 'O', 'CCCCCCCCCC']"
2947,[*]CC1CCCC(CC(=O)N[*])C1,Egc,6.0189,"['N', 'CC=O', 'C', 'C1CCCCC1']"
2948,[*]CCCC(C)(C)CNC(=O)CCCCCCCCC(=O)N[*],Egc,5.8198,"['N', 'O=CCCCCCCCCC=O', 'N', 'CCCC(C)(C)C']"
2949,[*]CCNC(=O)CCP(C)(=O)CCC(=O)N[*],Egc,6.0568,"['N', 'CP(=O)(CCC=O)CCC=O', 'N', 'CC']"
2950,[*]CCCCCCNC(=O)CCP(C)(=O)CCC(=O)N[*],Egc,5.99,"['N', 'CP(=O)(CCC=O)CCC=O', 'N', 'CCCCCC']"
2951,[*]NC1CCC(CC(C)(C)NC(=O)CCCCC([*])=O)CC1,Egc,5.8982,"['O=CCCCCC=O', 'N', 'N', 'CC(C)C', 'C1CCCCC1']"
2952,[*]NC(C)CNC(=O)C1CC1C([*])=O,Egc,5.5051,"['N', 'N', 'CCC', 'C=O', 'C=O', 'C1CC1']"
2953,[*]CCCCCCN(C)C(=O)CCCCCCCCCCC(=O)N([*])C,Egc,5.5795,"['CN', 'O=CCCCCCCCCCCC=O', 'CN', 'CCCCCC']"
2954,[*]CCCCCCN(CC)C(=O)CCCCCCCCCCC(=O)N([*])CC,Egc,5.6468,"['O=CCCCCCCCCCCC=O', 'CCCCCC', 'CC', 'N', 'N']"
2955,[*]CCCCCCN(CC)C(=O)CCCCCCCCCCCCCCCCC(=O)N([*])CC,Egc,5.5078,"['O=CCCCCCCCCCCCCCCCCC=O', 'CCCCCC', 'CC', 'N', 'N']"
