,smiles,property,value
2912,[*]CCCCCCCCCCOC(=O)CCCCCCCCCCC(=O)O[*],Egc,6.8187
2913,[*]CCCCCCCCCCCCOC(=O)CCCCCCCCCCC(=O)O[*],Egc,6.669
2914,[*]CCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC(=O)O[*],Egc,6.4766
2915,[*]OC(CCCCCC)CC([*])=O,Egc,6.7534
2916,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CC(C)CCC([*])=O)cc2)C(=O)OC(C)CC)cc1,Egc,5.053
2917,[*]Oc1ccc(OC(=O)c2ccc(OC(=O)CCCCCCC([*])=O)cc2)cc1,Egc,4.1613
2918,[*]Oc1ccc(OC(=O)c2ccc(OC(=O)CCCCCCCCC([*])=O)cc2)cc1,Egc,4.2519
2919,[*]CC(=O)NCC(=O)O[*],Egc,6.011
2920,[*]CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCC(=O)O[*],Egc,6.6006
2921,[*]C(=O)OC1CC([*])N(C(=O)OCc2ccccc2)C1,Egc,5.588
2922,[*]CCCCCCNC(=O)CCCC(=O)O[*],Egc,5.9363
2923,[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)CCC(C(C)(C)C)CC2)cc1,Egc,3.1462
2924,[*]Oc1ccc(N=Nc2ccc(C([*])=O)cc2)cc1C,Egc,2.9443
2925,[*]Oc1c(C)cc(N=Nc2ccc(C([*])=O)cc2)cc1C,Egc,3.7116
2926,[*]Oc1ccc(-c2ccc(N=Nc3ccc(C([*])=O)cc3)cc2)cc1,Egc,3.5627
2927,[*]Oc1ccc2ccccc2c1N=Nc1ccc(C([*])=O)cc1,Egc,2.8394
2928,[*]CC(=O)NCCCCCCNC(=O)COC(=O)CCC(=O)O[*],Egc,5.663
2929,[*]CC(=O)NCCCCCCNC(=O)COC(=O)CCCCC(=O)O[*],Egc,6.0986
2930,[*]CC(=O)NCCCCCCNC(=O)COC(=O)CCCCCCC(=O)O[*],Egc,5.9354
2931,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1C(F)(F)F,Egc,3.9148
2932,[*]CC#CCOC(=O)CCC(=O)O[*],Egc,5.9483
2933,[*]CC#CCOC(=O)CCCCCCC(=O)O[*],Egc,6.2765
2934,[*]CC#CCOC(=O)CCCCCCCCCCC(=O)O[*],Egc,6.5433
2935,[*]CCC(=O)OCCCC=CCCCOC(=O)CCC1NC(=O)C([*])NC1=O,Egc,5.8952
2936,[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)CCC3CCCCC3C2)cc1,Egc,3.6386
2937,[*]Nc1ccc(-c2ccc(NC(=O)CCCCCCCCC([*])=O)c(O)c2)cc1O,Egc,3.9935
2938,[*]Nc1ccc(-c2ccc(NC(=O)c3cccc(C([*])=O)c3)c(S)c2)cc1S,Egc,3.6358
2939,[*]NNC(=O)c1cccc(C([*])=O)c1,Egc,5.0927
2940,[*]Cc1cccc(CN(C)C(=O)CCCCC(=O)N([*])C)c1,Egc,5.4868
2941,[*]CCCP(CCCCCCCC)CCCNC(=O)CCCCC(=O)N[*],Egc,4.7376
2942,[*]Cc1c(C)c(C)c(CNC(=O)CCCCCC(C)CC(=O)N[*])c(C)c1C,Egc,5.3395
2943,[*]Cc1c(C)c(C)c(CNC(=O)CCCC(=O)N[*])c(C)c1C,Egc,5.2131
2944,[*]NC(C)(CCC)CC([*])=O,Egc,6.1134
2945,[*]CCCCCCCNC(=O)C=CCCC=CC(=O)N[*],Egc,5.3907
2946,[*]CCCCCCCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],Egc,5.6458
2947,[*]CC1CCCC(CC(=O)N[*])C1,Egc,6.0189
2948,[*]CCCC(C)(C)CNC(=O)CCCCCCCCC(=O)N[*],Egc,5.8198
2949,[*]CCNC(=O)CCP(C)(=O)CCC(=O)N[*],Egc,6.0568
2950,[*]CCCCCCNC(=O)CCP(C)(=O)CCC(=O)N[*],Egc,5.99
2951,[*]NC1CCC(CC(C)(C)NC(=O)CCCCC([*])=O)CC1,Egc,5.8982
2952,[*]NC(C)CNC(=O)C1CC1C([*])=O,Egc,5.5051
2953,[*]CCCCCCN(C)C(=O)CCCCCCCCCCC(=O)N([*])C,Egc,5.5795
2954,[*]CCCCCCN(CC)C(=O)CCCCCCCCCCC(=O)N([*])CC,Egc,5.6468
2955,[*]CCCCCCN(CC)C(=O)CCCCCCCCCCCCCCCCC(=O)N([*])CC,Egc,5.5078
2956,[*]CCCCCCNC(=O)CCC(C)(C)c1ccc(C(C)(C)CCC(=O)N[*])cc1,Egc,5.1253
2957,[*]Nc1ccc(-c2ccc(NC(=O)c3cc(C(=O)O)c(C([*])=O)cc3C(=O)O)cc2)cc1,Egc,3.2555
2958,[*]NC(CC([*])=O)C(=O)OCC(C)C,Egc,6.1208
2959,[*]NC(C)C(C)(C)C([*])=O,Egc,5.5547
2960,[*]NC(C)(C)C([*])=O,Egc,6.1893
2961,[*]Nc1ccc2c(c1)Cc1cc(NC(=O)c3cc(C(=O)O)c(C([*])=O)cc3C(=O)O)ccc1-2,Egc,2.6346
2962,[*]NC(Cc1c[nH]cn1)C([*])=O,Egc,5.0757
2963,[*]Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(C([*])=O)cc(N4C(=O)C5C6CCC(C6)C5C4=O)c3)cc2)cc1,Egc,4.0843
2964,[*]Nc1ccc(Cc2ccc(NC(=O)c3cc(C([*])=O)cc(N4C(=O)C5C6CCC(C6)C5C4=O)c3)cc2)cc1,Egc,3.4808
2965,[*]Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(C([*])=O)cc(N4C(=O)C5CC=CCC5C4=O)c3)cc2)cc1,Egc,3.5748
2966,[*]Nc1ccc(Cc2ccc(NC(=O)c3cc(C([*])=O)cc(N4C(=O)C=CC4=O)c3)cc2)cc1,Egc,2.1937
2967,[*]C(=O)NCCCCCCNC(=O)c1cc(O)cc([*])n1,Egc,4.8984
2968,[*]C(=O)NCCCCCCNC(=O)c1cnn([*])c1,Egc,5.1584
2969,[*]C(=O)CCCCCCCCC(=O)N1CC(C)N([*])CC1C,Egc,5.7455
2970,[*]C(=O)C=CC(=O)N1CC(C)N([*])CC1C,Egc,4.123
2971,[*]CCC(C)CCC(=O)N[*],Egc,5.8159
2972,[*]CCCCCCNC(=O)c1c(F)c(F)c(C(=O)N[*])c(F)c1F,Egc,4.7431
2973,[*]Nc1ccc(NC(=O)c2c(F)c(F)c(C([*])=O)c(F)c2F)cc1,Egc,3.3309
2974,[*]Nc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C([*])=O)c2)cc1,Egc,3.3958
2975,[*]Nc1ccccc1NC(=O)c1cccc(C([*])=O)c1,Egc,3.6159
2976,[*]c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(-c4nc5ccc(-c6ccc7nc([*])[nH]c7c6)cc5[nH]4)cc3)cc2)cc1,Egc,2.5692
2977,[*]NNC(=O)C([*])=O,Egc,5.5325
2978,[*]NNC(=O)C(=O)NNC(=O)CCCCC([*])=O,Egc,4.5812
2979,[*]NNC(=O)CCC(=O)NNC(=O)CCCCC([*])=O,Egc,5.7153
2980,[*]NNC(=O)CCC(=O)NNC(=O)CCCCCCCCC([*])=O,Egc,5.7186
2981,[*]NNC(=O)CCCCC(=O)NNC(=O)CCCCCCCCC([*])=O,Egc,5.6341
2982,[*]NNC(=O)C1CCC(C(=O)NNC(=O)CCCCC([*])=O)CC1,Egc,4.9352
2983,[*]NNC(=O)CCCCCCCC(=O)NNC(=O)CCCCCCCCC([*])=O,Egc,6.2535
2984,[*]NNC(=O)CCCCCCCCCCCC([*])=O,Egc,5.7041
2985,[*]NNC(=O)CCCCCCCCCCCCCCCCC([*])=O,Egc,5.9847
2986,[*]NNC(=O)c1cccc(C(=O)NNC(=O)C([*])=O)c1,Egc,4.3275
2987,[*]C(=O)NNC(=O)C(=O)NNC(=O)c1cncc([*])n1,Egc,4.3374
2988,[*]NNC(=O)c1ccc(C(=O)NNC(=O)CCCCC([*])=O)cc1,Egc,4.3653
2989,[*]NNC(=O)c1cccc(C(=O)NNC(=O)CCCCCCCCC([*])=O)c1,Egc,4.5398
2990,[*]C(=O)NNC(=O)c1cccc(C(=O)NNC(=O)c2cnc([*])cn2)c1,Egc,3.3027
2991,[*]C(=O)NNC(=O)c1cccc(C(=O)NNC(=O)c2ccc([*])nc2)c1,Egc,3.8367
2992,[*]NNC(=O)c1ccc(C([*])=O)cc1,Egc,4.8451
2993,[*]C(=O)NNC(=O)c1ccc([*])nc1,Egc,3.5892
2994,[*]C(=O)NNC(=O)c1cncc(C(=O)NNC(=O)c2ccc([*])nc2)c1,Egc,3.9225
2995,[*]C(=O)NNC(=O)c1cccc(C(=O)NNC(=O)c2ccc([*])nc2)n1,Egc,3.6092
2996,[*]C(=O)NNC(=O)c1cccc([*])n1,Egc,4.6124
2997,[*]C(=O)NNC(=O)c1cnc([*])cn1,Egc,3.0611
2998,[*]C(=O)c1ccc(C(=O)N(C)N([*])C)cc1,Egc,4.0457
2999,[*]C(=O)NNC(=O)c1cccc(C(=O)NNC(=O)c2cccc([*])n2)c1,Egc,4.479
3000,[*]CCCP(CCCNC(=O)CCCCCCCCC(=O)N[*])c1ccccc1,Egc,4.6632
3001,[*]CCCP(CCCNC(=O)C(=O)N[*])c1ccccc1,Egc,4.5841
3002,[*]CCCP(CCCCCCCC)CCCNC(=O)C(=O)N[*],Egc,4.1641
3003,[*]C(=O)CCP(=O)(CCC(=O)N1CCN([*])CC1)c1ccccc1,Egc,4.8984
3004,[*]CCCP(C)(=O)CCCNC(=O)CCCCCCCCC(=O)N[*],Egc,5.7831
3005,[*]c1cccc(N2CC(=O)N([*])CC2=O)c1,Egc,5.0572
3006,[*]c1ccc(C)c(N2CC(=O)N([*])CC2=O)c1,Egc,5.1153
3007,[*]C(=O)N([*])CC,Egc,6.052
3008,[*]C(=O)N([*])CC=C,Egc,5.5128
3009,[*]C(=O)N([*])CCCCCCCCC=C,Egc,5.1782
3010,[*]NC(CC([*])=O)C(C)C,Egc,5.9638
3011,[*]NC(CC([*])=O)c1ccccc1,Egc,5.6573
3012,[*]NC(c1ccccc1)C(C)(C)C([*])=O,Egc,5.5513
3013,[*]NC(C)(C)C(C)(C)C([*])=O,Egc,5.4856
3014,[*]Nc1cc(NC(=O)c2ccc(C([*])=O)cc2)ccc1Cl,Egc,3.7621
3015,[*]C(=O)c1cccc(C(=O)N(C)c2cccc(N([*])C)c2)c1,Egc,4.4341
3016,[*]C(=O)c1ccc(C(=O)N(C)c2ccc(Cl)c(N([*])C)c2)cc1,Egc,3.3332
3017,[*]CCCCNC(=O)C(=O)N[*],Egc,5.1306
3018,[*]CCCCCCNC(=O)C(O)C(O)C(=O)N[*],Egc,5.8031
3019,[*]CCCCCCNC(=O)C(O)C(O)C(O)C(O)C(=O)N[*],Egc,5.9698
3020,[*]c1ccc2c(c1)nc1c3cc4c(=O)n5c6cc([*])ccc6nc5c4cc3c(=O)n21,Egc,2.1718
3021,[*]C(=O)c1ccc2c(c1)C(=O)n1c-2nc2ccc(-c3ccc4c(c3)nc3n4C(=O)c4ccc([*])cc4-3)cc21,Egc,2.4234
3022,[*]CCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],Egc,5.8878
3023,[*]CCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],Egc,6.1019
3024,[*]CCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],Egc,5.6607
3025,[*]CCCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],Egc,5.8625
3026,[*]CCCCCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],Egc,5.6445
3027,[*]NC(C=C)CC([*])=O,Egc,5.5439
3028,[*]CCCCC(Cl)(Cl)C(=O)N[*],Egc,5.9727
3029,[*]Nc1ccc(C#Cc2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,Egc,2.8111
3030,[*]Nc1ccc(Br)cc1-c1ccc(NC(=O)c2ccc(C([*])=O)cc2)cc1,Egc,3.4431
3031,[*]NC(CCC([*])=O)C(=O)OCc1ccccc1,Egc,5.1457
3032,[*]NC(CCC([*])=O)C(=O)OC,Egc,5.6456
3033,[*]NC(CCCNC(=O)c1ccc(F)cc1)C([*])=O,Egc,4.7549
3034,[*]NC(CCCNC(=O)c1ccc(Cl)cc1)C([*])=O,Egc,3.4369
3035,[*]NC(CCCNC(=O)c1ccc(Br)cc1)C([*])=O,Egc,4.6803
3036,[*]CCCCCCCCCCC(=O)NCC(=O)N[*],Egc,6.0226
3037,[*]CCCCC(=O)NCCCCCCC(=O)NCCC(=O)N[*],Egc,5.7097
3038,[*]CCCCCCCCCCCC(=O)NCC(=O)N[*],Egc,6.1662
3039,[*]CNC(=O)CCCCCC(=O)N[*],Egc,5.7012
3040,[*]CNC(=O)CCCC(=O)N[*],Egc,6.1798
3041,[*]CNC(=O)CCCCCCC(=O)N[*],Egc,5.7869
3042,[*]CNC(=O)CCCCCCCCCCC(=O)N[*],Egc,6.1331
3043,[*]CCCCNC(=O)CC(=O)N[*],Egc,5.9986
3044,[*]CCCCCCNC(=O)CC(=O)N[*],Egc,5.7541
3045,[*]CCCCCCCCNC(=O)CC(=O)N[*],Egc,6.004
3046,[*]CCCCCCCCCCCCNC(=O)CC(=O)N[*],Egc,5.7842
3047,[*]Nc1ccc(NC(=O)c2ccc(C([*])=O)cc2F)cc1F,Egc,3.5151
3048,[*]NC(C)=CC([*])=O,Egc,3.6072
3049,[*]NC(CC([*])=O)C(=O)OC,Egc,5.61
3050,[*]NC(CC([*])=O)C(=O)OCC,Egc,5.9557
3051,[*]NC(CC([*])=O)C(=O)OCCCC,Egc,6.151
3052,[*]NC(CC([*])=O)C(=O)OCCCCCC,Egc,6.1077
3053,[*]NC(CC([*])=O)C(=O)OCCCCCCCC,Egc,5.5889
3054,[*]NC(CC([*])=O)C(=O)OCCCCCCCCCCCC,Egc,5.8778
3055,[*]NC(CC([*])=O)C(=O)OCCOC,Egc,5.9247
3056,[*]NC(C)C(=O)NCCCCCCCCCCC([*])=O,Egc,5.8221
3057,[*]CCCCCCCCNC(=O)CCC(=O)N[*],Egc,5.9696
3058,[*]CCCCCCCCCCNC(=O)CCC(=O)N[*],Egc,5.9532
3059,[*]CCNC(=O)C(OC)C(OC)C(=O)N[*],Egc,5.4257
3060,[*]CCCCNC(=O)C(OC)C(OC)C(=O)N[*],Egc,5.4347
3061,[*]CCNC(=O)CCCCCCC(=O)N[*],Egc,5.7413
3062,[*]CCCNC(=O)C(OC)C(OC)C(=O)N[*],Egc,5.9354
3063,[*]CCCCCNC(=O)C(OC)C(OC)C(=O)N[*],Egc,5.6994
3064,[*]CCCCCCCNC(=O)C(OC)C(OC)C(=O)N[*],Egc,5.7148
3065,[*]CCCCCCCCCCCCNC(=O)C(OC)C(OC)C(=O)N[*],Egc,5.7132
3066,[*]CCC1CN(C(C)(C)C)C(=O)C1[*],Egc,5.4772
3067,[*]Nc1ccc(NC(=O)C=Cc2ccc(C=CC([*])=O)cc2)cc1,Egc,3.0305
3068,[*]CCCCCCNC(=O)c1ccc(C(=O)N[*])c(Oc2ccc(Cl)cc2)c1,Egc,4.0457
3069,[*]CCCCCCCCCCN(C)C(=O)CCCCCCCCC(=O)N([*])C,Egc,5.5704
3070,[*]Nc1ccc(NC(=O)c2cc(SCCCCCCCC)c(C([*])=O)cc2SCCCCCCCC)cc1,Egc,2.9501
3071,[*]Nc1cc(C(c2ccc(O)c(NC(=O)c3ccc4cc(C([*])=O)ccc4c3)c2)(C(F)(F)F)C(F)(F)F)ccc1O,Egc,3.7695
3072,[*]Nc1cc(C(c2ccc(O)c(NC(=O)c3ccc(C([*])=O)cc3)c2)(C(F)(F)F)C(F)(F)F)ccc1O,Egc,3.6515
3073,[*]C(=O)Nc1nc(C#N)c([*])n1C,Egc,4.1864
3074,[*]C(=O)Nc1nc([*])c(C#N)n1C,Egc,4.3854
3075,[*]CCNC(=O)c1cccc(C(=O)N[*])c1,Egc,4.6889
3076,[*]CCCNC(=O)c1cccc(C(=O)N[*])c1,Egc,4.8185
3077,[*]CCCCCNC(=O)c1cccc(C(=O)N[*])c1,Egc,4.9725
3078,[*]CCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,Egc,4.8667
3079,[*]CCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,Egc,4.9596
3080,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,Egc,4.8693
3081,[*]Nc1ccc(C#Cc2ccc(C([*])=O)cc2)cc1,Egc,2.946
3082,[*]Nc1cccc(C#Cc2cccc(C([*])=O)c2)c1,Egc,3.7438
3083,[*]CCCCCCCC(=O)N([*])C,Egc,5.5443
3084,[*]C(=S)N([*])C,Egc,3.6861
3085,[*]C(=S)N([*])CC=C,Egc,3.6057
3086,[*]Nc1cccc(NC(=O)c2cc(NC(=O)c3ccncc3)cc(C([*])=O)c2)c1,Egc,3.2998
3087,[*]Nc1ccc(NC(=O)c2cc(NC(=O)c3ccncc3)cc(C([*])=O)c2)cc1,Egc,3.6703
3088,[*]Nc1ccc(-c2ccc(NC(=O)c3cc(NC(=O)c4ccncc4)cc(C([*])=O)c3)cc2)cc1,Egc,3.2688
3089,[*]Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)c4ccncc4)cc(C([*])=O)c3)cc2)cc1,Egc,3.497
3090,[*]NC(C#N)=C(C#N)NC(=O)c1ccc(C([*])=O)cc1,Egc,3.4817
3091,[*]NC(CO)C([*])=O,Egc,5.2646
3092,[*]NC(CCC(=O)OCc1ccc(F)cc1)C([*])=O,Egc,4.6669
3093,[*]N=Nc1ccc(NC(=O)CCC(=O)Nc2ccc([*])cc2)cc1,Egc,2.9351
3094,[*]Nc1ccc(NC(=O)c2cc(C([*])=O)c(C(=O)O)cc2C(=O)O)cc1,Egc,3.0773
3095,[*]NC(CC(N)=O)C([*])=O,Egc,5.5305
3096,[*]NC(Cc1ccc(O)cc1)C([*])=O,Egc,4.9252
3097,[*]Nc1cc(NC(=O)c2ccc(C([*])=O)cc2)c(N)cc1N,Egc,2.9313
3098,[*]Nc1cc(NC(=O)c2cccc(C([*])=O)c2)c(N)cc1N,Egc,3.509
3099,[*]Cc1cccc(CNC(=O)C2=C(C(=O)N[*])C3C=CC2C3)c1,Egc,3.5629
3100,[*]c1ccc(S(=O)(=O)c2ccc(-n3nc([*])c4ccccc4c3=O)cc2)cc1,Egc,3.8603
3101,[*]NC(Cc1c[nH]c2ccccc12)C([*])=O,Egc,4.3631
3102,[*]Nc1c(Cl)cc(C([*])=O)cc1Cl,Egc,3.9189
3103,[*]Nc1c(Br)cc(C([*])=O)cc1Br,Egc,3.8726
3104,[*]Nc1c(I)cc(C([*])=O)cc1I,Egc,3.842
3105,[*]NNC(=O)c1ccc(C([*])=O)cc1OCCCCCCCC,Egc,4.1277
3106,[*]NNC(=O)c1ccc(C([*])=O)cc1OCCCCCCCCCC,Egc,4.1107
3107,[*]C(=O)C1CC(OC(=O)CCC)CN1[*],Egc,5.4104
3108,[*]CCNC(=O)CCCCCCCCCCCCCCC(=O)N[*],Egc,5.9522
3109,[*]CCCCNC(=O)CCCCCCCCCCCCCCC(=O)N[*],Egc,6.0415
3110,[*]CCCCCCNC(=O)CCCCCCCCCCCCCCC(=O)N[*],Egc,5.9557
3111,[*]CCCCCCCCNC(=O)CCCCCCCCCCCCCCC(=O)N[*],Egc,5.8468
3112,[*]CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCC(=O)N[*],Egc,5.8964
3113,[*]CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCC(=O)N[*],Egc,5.8878
3114,[*]CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)N[*],Egc,6.028
3115,[*]Nc1ccc(C2(c3ccc(NC(=O)c4ccc(C([*])=O)cc4)cc3)c3ccccc3-c3ccccc32)cc1,Egc,3.2149
3116,[*]Nc1ccc(C(=O)c2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,Egc,3.6944
3117,[*]CCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N[*],Egc,5.9137
3118,[*]CCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N[*],Egc,5.895
3119,[*]CCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N[*],Egc,5.894
3120,[*]Nc1ccc(NC(=O)c2ccc(C(=O)c3ccc(C([*])=O)c(C(=O)O)c3)cc2C(=O)O)cc1,Egc,3.0554
3121,[*]C(=O)N([*])C(C)C(C)=O,Egc,4.4468
3122,[*]Nc1cc(NC(=O)c2ccc(C([*])=O)cc2)cc(C(=O)OCCOc2ccc(C=CC(=O)c3ccccc3)cc2)c1,Egc,3.1709
3123,[*]Nc1cc(NC(=O)c2ccc(-c3ccc(C([*])=O)cc3)cc2)cc(C(=O)OCCOc2ccc(C=CC(=O)c3ccccc3)cc2)c1,Egc,3.5149
3124,[*]Nc1cc(NC(=O)c2ccc3cc(C([*])=O)ccc3c2)cc(C(=O)OCCOc2ccc(C=CC(=O)c3ccccc3)cc2)c1,Egc,2.7406
3125,[*]CCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N[*],Egc,6.009
3126,[*]NC(C)(CC)C([*])=O,Egc,5.7479
3127,[*]CCCCCCN(C)C(=O)CCC(=O)N([*])C,Egc,5.3815
3128,[*]CCCC1(C)CCN(C(=O)CCC(=O)N2CCC([*])(C)CC2)CC1,Egc,5.3334
3129,[*]NC(CCC([*])=O)C(=O)O,Egc,5.9301
3130,[*]CCNC(=O)CCCCCCCCCCCCCCCCC(=O)N[*],Egc,5.9348
3131,[*]CCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N[*],Egc,6.0758
3132,[*]CCCCCCNC(=O)C(CC)CC(CC)C(=O)N[*],Egc,5.6687
3133,[*]Nc1ccc(NC(=O)c2cc(NC(=O)c3ccc(NC(=O)C(C)N4C(=O)c5ccccc5C4=O)cc3)cc(C([*])=O)c2)cc1C,Egc,2.319
3134,[*]C(=O)Nc1cccc(NC(=O)c2ccc(-c3nc4cc([*])ccc4[nH]3)cc2)c1,Egc,3.2886
3135,[*]C(=O)Nc1ccc(NC(=O)c2ccc(NC(=O)c3ccc(-c4nc5cc([*])ccc5[nH]4)cc3)cc2)cc1,Egc,2.7114
3136,[*]C(=O)Nc1cccc(NC(=O)c2cccc(NC(=O)c3ccc(-c4nc5cc([*])ccc5[nH]4)cc3)c2)c1,Egc,3.3084
3137,[*]C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4ccc(-c5nc6cc([*])ccc6[nH]5)cc4)nc3c2)c1,Egc,3.1791
3138,[*]C(=O)Nc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc4[nH]c(-c5ccc(-c6nc7cc([*])ccc7[nH]6)cc5)nc4c3)cc2)cc1,Egc,2.6204
3139,[*]C(=O)Nc1cccc(C(=O)Nc2cccc(NC(=O)c3ccc4[nH]c(-c5ccc(-c6nc7cc([*])ccc7[nH]6)cc5)nc4c3)c2)c1,Egc,3.1175
3140,[*]C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc([*])ccc6[nH]5)c4)nc3c2)c1,Egc,3.3364
3141,[*]C(=O)Nc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc4[nH]c(-c5cccc(-c6nc7cc([*])ccc7[nH]6)c5)nc4c3)cc2)cc1,Egc,2.9934
3142,[*]C(=O)Nc1cccc(C(=O)Nc2cccc(NC(=O)c3ccc4[nH]c(-c5cccc(-c6nc7cc([*])ccc7[nH]6)c5)nc4c3)c2)c1,Egc,3.186
3143,[*]Nc1ccc(Cc2ccc(NC(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C([*])=O)cc4)cc3)cc2)cc1,Egc,3.0916
3144,[*]C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cc(-c5nc6cc([*])ccc6[nH]5)cc(N5C(=O)c6ccccc6C5=O)c4)nc3c2)c1,Egc,2.7447
3145,[*]C(=O)Nc1ccc(NC(=O)c2ccc3[nH]c(-c4cc(-c5nc6cc([*])ccc6[nH]5)cc(N5C(=O)c6ccccc6C5=O)c4)nc3c2)cc1,Egc,2.3407
3146,[*]C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc([*])ccc6[nH]5)c4)nc3c2)n1,Egc,3.4965
3147,[*]C(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4[nH]c(-c5cccc(-c6nc7cc([*])ccc7[nH]6)c5)nc4c3)cc2)cc1,Egc,3.6016
3148,[*]C(=O)Nc1cc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc([*])ccc6[nH]5)c4)nc3c2)cc(-c2nc3ccccc3[nH]2)c1,Egc,3.2918
3149,[*]CCCCC(N)C(=O)N[*],Egc,5.746
3150,[*]Nc1cccc(NC(=O)C=CC([*])=O)c1,Egc,3.628
3151,[*]Nc1ccc(NC(=O)C=CC([*])=O)cc1,Egc,2.7273
3152,[*]NC(=O)C=CC(=O)Nc1nc([*])nc(N)n1,Egc,3.896
3153,[*]Nc1ccc(NC(=O)c2ccc(NC(=O)c3cc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc(C([*])=O)c3)cc2)cc1,Egc,3.1839
3154,[*]C(=O)c1ccc(N([*])C)cc1,Egc,4.3942
3155,[*]C(=O)c1ccc(N([*])CCCCCCCC)cc1,Egc,3.611
3156,[*]NNC(=O)c1ccc(NC(=O)c2ccc(C([*])=O)cc2)c(O)c1,Egc,3.6452
3157,[*]Nc1cc(NC(=O)c2ccccc2C([*])=O)cc(-c2nnc(-c3ccccn3)o2)c1,Egc,3.5021
3158,[*]NNC(=O)C=CC(=O)Nc1ccc(NC(=O)C=CC([*])=O)cc1,Egc,3.0373
3159,[*]CCCOC(=O)N1CCC([*])CC1,Egc,5.7499
3160,[*]CC#CC#CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,Egc,4.0768
3161,[*]CC#CC#CCOC(=O)NCCCCCCNC(=O)O[*],Egc,4.9601
3162,[*]CCOC(=O)Nc1c(C)c(C)c(NC(=O)O[*])c(C)c1C,Egc,5.3419
3163,[*]CCCCOC(=O)NC1CCC(CC2CCC(NC(=O)O[*])CC2)CC1,Egc,6.1232
3164,[*]COC(=O)NCCCCCCNC(=O)OCc1cccc([*])n1,Egc,5.1146
3165,[*]CCCNC(=O)O[*],Egc,6.2603
3166,[*]CCN(CCCC(=O)Nc1ccc(N=Nc2ccccc2)cc1)CCOC(=O)NCC1CCCC(CNC(=O)O[*])C1,Egc,3.1195
3167,[*]CCNC(=O)NCCCCCCNC(=O)O[*],Egc,5.6117
3168,[*]CCCNC(=O)NCCCCCCNC(=O)O[*],Egc,5.4226
3169,[*]CCCCNC(=O)NCCCCCCNC(=O)O[*],Egc,5.9887
3170,[*]Oc1ccc(NC(=O)NCCCCCCNC([*])=O)cc1C,Egc,4.8377
3171,[*]Oc1ccc(NC(=O)Nc2ccc(Cc3ccc(NC([*])=O)cc3)cc2)cc1C,Egc,4.2557
3172,[*]Oc1c(Cl)cc(NC(=O)NCCCCCCNC([*])=O)cc1Cl,Egc,4.9474
3173,[*]Oc1ccccc1CNC(=O)Nc1ccc(Cc2ccc(NC([*])=O)cc2)cc1,Egc,4.6144
3174,[*]CCCCNC(=O)O[*],Egc,6.3968
