Unnamed: 0,smiles,property,value,smiles_no_dummy,selfies,BigSMILES
2387,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1C(=O)OC,Egc,3.7296,COc1ccc(Oc2ccc(C(=O)c3ccc(C)cc3)cc2)cc1C(=O)OC,[C][O][C][=C][C][=C][Branch2][Ring1][O][O][C][=C][C][=C][Branch1][S][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring1][#C][C][=C][Ring2][Ring1][=Branch1][C][=Branch1][C][=O][O][C],{[][<]*O[>][<]}{[>][<]COC(=O)c1ccccc1[>][<]}{[>][<]O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]C=O[>][<]}{[>][<]*c1ccccc1[>][]}
2388,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1CC#N,Egc,4.0183,COc1ccc(Oc2ccc(C(=O)c3ccc(C)cc3)cc2)cc1CC#N,[C][O][C][=C][C][=C][Branch2][Ring1][O][O][C][=C][C][=C][Branch1][S][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring1][#C][C][=C][Ring2][Ring1][=Branch1][C][C][#N],{[][<]*O[>][<]}{[>][<]N#CCc1ccccc1[>][<]}{[>][<]O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]C=O[>][<]}{[>][<]*c1ccccc1[>][]}
2389,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1CC(=O)O,Egc,4.0481,COc1ccc(Oc2ccc(C(=O)c3ccc(C)cc3)cc2)cc1CC(=O)O,[C][O][C][=C][C][=C][Branch2][Ring1][O][O][C][=C][C][=C][Branch1][S][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring1][#C][C][=C][Ring2][Ring1][=Branch1][C][C][=Branch1][C][=O][O],{[][<]*O[>][<]}{[>][<]O=C(O)Cc1ccccc1[>][<]}{[>][<]O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]C=O[>][<]}{[>][<]*c1ccccc1[>][]}
2390,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1C=O,Egc,3.6677,COc1ccc(Oc2ccc(C(=O)c3ccc(C)cc3)cc2)cc1C=O,[C][O][C][=C][C][=C][Branch2][Ring1][O][O][C][=C][C][=C][Branch1][S][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring1][#C][C][=C][Ring2][Ring1][=Branch1][C][=O],{[][<]*O[>][<]}{[>][<]O=Cc1ccccc1[>][<]}{[>][<]O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]C=O[>][<]}{[>][<]*c1ccccc1[>][]}
2391,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1C(=O)O,Egc,3.6534,COc1ccc(Oc2ccc(C(=O)c3ccc(C)cc3)cc2)cc1C(=O)O,[C][O][C][=C][C][=C][Branch2][Ring1][O][O][C][=C][C][=C][Branch1][S][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring1][#C][C][=C][Ring2][Ring1][=Branch1][C][=Branch1][C][=O][O],{[][<]*O[>][<]}{[>][<]O=C(O)c1ccccc1[>][<]}{[>][<]O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]C=O[>][<]}{[>][<]*c1ccccc1[>][]}
2392,[*]Oc1ccc(Oc2ccc(P(C)(=O)c3ccc([*])cc3)cc2)cc1,Egc,4.6613,COc1ccc(Oc2ccc(P(C)(=O)c3ccc(C)cc3)cc2)cc1,[C][O][C][=C][C][=C][Branch2][Ring1][#C][O][C][=C][C][=C][Branch2][Ring1][Ring1][P][Branch1][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring1][S][C][=C][Ring2][Ring1][#Branch1],{[][<]*O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]CP=O[>][<]}{[>][<]*c1ccccc1[>][]}
2393,[*]c1ccc(C(c2ccc(-c3nc4ccc(-c5ccc6nc([*])oc6c5)cc4o3)cc2)(C(F)(F)F)C(F)(F)F)cc1,Egc,3.2022,Cc1ccc(C(c2ccc(-c3nc4ccc(-c5ccc6nc(C)oc6c5)cc4o3)cc2)(C(F)(F)F)C(F)(F)F)cc1,[C][C][=C][C][=C][Branch2][=Branch1][Ring1][C][Branch2][Ring2][=N][C][=C][C][=C][Branch2][Ring1][P][C][=N][C][=C][C][=C][Branch1][P][C][=C][C][=C][N][=C][Branch1][C][C][O][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=C][Ring1][S][O][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=Branch2][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring2][Ring2][Branch2],{[][<]*c1ccccc1[>][<]}{[>][<]FC(F)(F)CC(F)(F)F[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]c1ccc2ocnc2c1[>][<]}{[>][<]*c1nc2ccccc2o1[>][]}
2395,[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5nnc([*])n5-c5ccc(C)cc5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,Egc,3.9499,Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5nnc(C)n5-c5ccc(C)cc5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,[C][C][=C][C][=C][Branch2][#Branch1][C][O][C][=C][C][=C][Branch2][=Branch1][Branch1][C][Branch2][Ring2][#C][C][=C][C][=C][Branch2][Ring2][Ring1][O][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=N][N][=C][Branch1][C][C][N][Ring1][=Branch1][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][#Branch2][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring2][Ring2][=Branch2][C][=C][Ring2][Ring2][S],{[][<]*c1ccccc1[>][<]}{[>][<]O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]FC(F)(F)CC(F)(F)F[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]*c1nncn1-c1ccc(C)cc1[>][]}
2397,[*]CC(O)COc1ccc(S(=O)(=O)c2ccc(OCC(O)COc3cccc(O[*])c3)cc2)cc1,Egc,4.3099,CCC(O)COc1ccc(S(=O)(=O)c2ccc(OCC(O)COc3cccc(OC)c3)cc2)cc1,[C][C][C][Branch1][C][O][C][O][C][=C][C][=C][Branch2][Ring2][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][Branch1][O][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][C][=C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][=N],{[][<]*C[>][<]}{[>][<]CO[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]O=S=O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]O[>][<]}{[>][<]C[>][<]}{[>][<]CO[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]*O[>][]}
2398,[*]CC(O)COc1cccc(O[*])c1,Egc,5.2018,CCC(O)COc1cccc(OC)c1,[C][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2],{[][<]*C[>][<]}{[>][<]CO[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]*O[>][]}
2400,[*]COc1ccc(C(=C(Cl)Cl)c2ccc(O[*])cc2)cc1,Egc,4.1966,CCOc1ccc(C(=C(Cl)Cl)c2ccc(OC)cc2)cc1,[C][C][O][C][=C][C][=C][Branch2][Ring1][Branch1][C][=Branch1][=Branch1][=C][Branch1][C][Cl][Cl][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=C][Ring2][Ring1][C],{[][<]*C[>][<]}{[>][<]O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]C=C(Cl)Cl[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]*O[>][]}
2401,[*]OC(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)Oc4ccc5c(c4)Oc4cc([*])ccc4C5(C)C)cc32)cc1,Egc,3.6209,COC(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)Oc4ccc5c(c4)Oc4cc(C)ccc4C5(C)C)cc32)cc1,[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Branch1][=C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring2][Ring1][C][=Branch1][C][=O][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][C][Ring1][N][Branch1][C][C][C][C][=C][Ring2][Ring1][#Branch2][Ring2][Ring1][S][C][=C][Ring2][Ring2][=Branch1],{[][<]*O[>][<]}{[>][<]C=O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]CC1CC(C)(C)c2ccccc21[>][<]}{[>][<]C=O[>][<]}{[>][<]O[>][<]}{[>][<]*c1ccc2c(c1)Oc1ccccc1C2(C)C[>][]}
2402,[*]Oc1ccc(NC(=C(C#N)C#N)c2ccc(-c3ccc(-c4ccc(C(Nc5ccc([*])cc5)=C(C#N)C#N)cc4)cc3)cc2)cc1,Egc,3.7835,COc1ccc(NC(=C(C#N)C#N)c2ccc(-c3ccc(-c4ccc(C(Nc5ccc(C)cc5)=C(C#N)C#N)cc4)cc3)cc2)cc1,[C][O][C][=C][C][=C][Branch2][=Branch1][=Branch1][N][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][C][=C][C][=C][Branch2][Ring2][#C][C][=C][C][=C][Branch2][Ring2][Ring1][C][=C][C][=C][Branch2][Ring1][#Branch1][C][Branch1][=N][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][=C][Branch1][Ring1][C][#N][C][#N][C][=C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][#Branch2][C][=C][Ring2][Ring1][S][C][=C][Ring2][Ring2][=N],{[][<]*O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]N[>][<]}{[>][<]C=C(C#N)C#N[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]C=C(C#N)C#N[>][<]}{[>][<]N[>][<]}{[>][<]*c1ccccc1[>][]}
2403,[*]Oc1ccc(Oc2ccc(NC(=C(C#N)C#N)c3ccc(-c4ccc(-c5ccc(C(Nc6ccc([*])cc6)=C(C#N)C#N)cc5)cc4)cc3)cc2)cc1,Egc,3.2228,COc1ccc(Oc2ccc(NC(=C(C#N)C#N)c3ccc(-c4ccc(-c5ccc(C(Nc6ccc(C)cc6)=C(C#N)C#N)cc5)cc4)cc3)cc2)cc1,[C][O][C][=C][C][=C][Branch2][#Branch1][Ring1][O][C][=C][C][=C][Branch2][=Branch1][=Branch1][N][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][C][=C][C][=C][Branch2][Ring2][#C][C][=C][C][=C][Branch2][Ring2][Ring1][C][=C][C][=C][Branch2][Ring1][#Branch1][C][Branch1][=N][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][=C][Branch1][Ring1][C][#N][C][#N][C][=C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][#Branch2][C][=C][Ring2][Ring1][S][C][=C][Ring2][Ring2][=N][C][=C][Ring2][Branch1][Ring2],{[][<]*O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]N[>][<]}{[>][<]C=C(C#N)C#N[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]C=C(C#N)C#N[>][<]}{[>][<]N[>][<]}{[>][<]*c1ccccc1[>][]}
2405,[*]Oc1ccc(Oc2cccc([*])n2)c(-c2ccccc2)c1,Egc,4.2637,COc1ccc(Oc2cccc(C)n2)c(-c2ccccc2)c1,[C][O][C][=C][C][=C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][C][=N][Ring1][#Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][Ring2],{[][<]*O[>][<]}{[>][<]c1ccc(-c2ccccc2)cc1[>][<]}{[>][<]O[>][<]}{[>][<]*c1ccccn1[>][]}
2406,[*]OC([*])CCCCC,Egc,6.039,COC(C)CCCCC,[C][O][C][Branch1][C][C][C][C][C][C][C],{[][<]*O[>][<]}{[>][<]*CCCCCC[>][]}
2407,[*]C=Cc1ccc([*])o1,Egc,3.8424,CC=Cc1ccc(C)o1,[C][C][=C][C][=C][C][=C][Branch1][C][C][O][Ring1][=Branch1],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]*c1ccco1[>][]}
2409,[*]Oc1ccc(-c2ccc(Oc3cccc([*])n3)cc2)cc1,Egc,4.055,COc1ccc(-c2ccc(Oc3cccc(C)n3)cc2)cc1,[C][O][C][=C][C][=C][Branch2][Ring1][#Branch1][C][=C][C][=C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][C][=N][Ring1][#Branch1][C][=C][Ring1][=C][C][=C][Ring2][Ring1][Ring2],{[][<]*O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]O[>][<]}{[>][<]*c1ccccn1[>][]}
2410,[*]Oc1ccc(Oc2cccc([*])n2)c(C)c1,Egc,4.4881,COc1ccc(Oc2cccc(C)n2)c(C)c1,[C][O][C][=C][C][=C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][C][=N][Ring1][#Branch1][C][Branch1][C][C][=C][Ring1][#C],{[][<]*O[>][<]}{[>][<]Cc1ccccc1[>][<]}{[>][<]O[>][<]}{[>][<]*c1ccccn1[>][]}
2411,[*]CC(COc1ccc(-c2ccc(C#N)cc2)cc1)O[*],Egc,4.4378,CCC(COc1ccc(-c2ccc(C#N)cc2)cc1)OC,[C][C][C][Branch2][Ring1][=Branch2][C][O][C][=C][C][=C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][=C][Ring1][=C][O][C],{[][<]*C[>][<]}{[>][<]CCOc1ccc(-c2ccc(C#N)cc2)cc1[>][<]}{[>][<]*O[>][]}
2412,[*]CC(C)(CO[*])COCC(F)(F)F,Egc,5.3043,CCC(C)(COC)COCC(F)(F)F,[C][C][C][Branch1][C][C][Branch1][Ring2][C][O][C][C][O][C][C][Branch1][C][F][Branch1][C][F][F],{[][<]*C[>][<]}{[>][<]CCCOCC(F)(F)F[>][<]}{[>][<]C[>][<]}{[>][<]*O[>][]}
2415,[*]CCCCCCCOc1ccc(C=CC=Cc2ccc(O[*])c(C)c2)cc1C,Egc,3.4306,CCCCCCCCOc1ccc(C=CC=Cc2ccc(OC)c(C)c2)cc1C,[C][C][C][C][C][C][C][C][O][C][=C][C][=C][Branch2][Ring1][Ring2][C][=C][C][=C][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][C][C][=C][Ring1][=Branch2][C][=C][Ring2][Ring1][Ring1][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]Cc1ccccc1[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]Cc1ccccc1[>][<]}{[>][<]*O[>][]}
2416,[*]CCCCCCCCCOc1ccc(C=CC=Cc2ccc(O[*])c(C)c2)cc1C,Egc,3.4115,CCCCCCCCCCOc1ccc(C=CC=Cc2ccc(OC)c(C)c2)cc1C,[C][C][C][C][C][C][C][C][C][C][O][C][=C][C][=C][Branch2][Ring1][Ring2][C][=C][C][=C][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][C][C][=C][Ring1][=Branch2][C][=C][Ring2][Ring1][Ring1][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]Cc1ccccc1[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]Cc1ccccc1[>][<]}{[>][<]*O[>][]}
2417,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,Egc,5.9636,COC1C(COC(C)=O)OC(C)C(OC(C)=O)C1OC(C)=O,[C][O][C][C][Branch1][Branch2][C][O][C][Branch1][C][C][=O][O][C][Branch1][C][C][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Ring1][S][O][C][Branch1][C][C][=O],{[][<]*O[>][<]}{[>][<]*C1OC(COC(C)=O)CC(OC(C)=O)C1OC(C)=O[>][]}
2418,[*]Oc1cc(C)c([*])cc1C,Egc,4.3766,COc1cc(C)c(C)cc1C,[C][O][C][=C][C][Branch1][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][C],{[][<]*O[>][<]}{[>][<]*c1cc(C)ccc1C[>][]}
2421,[*]Oc1ccc(C=Nc2ccc(N=Cc3ccc(Oc4ccc(C(c5ccccc5)(c5ccccc5)c5ccc([*])cc5)cc4)cc3)cc2)cc1,Egc,2.9337,COc1ccc(C=Nc2ccc(N=Cc3ccc(Oc4ccc(C(c5ccccc5)(c5ccccc5)c5ccc(C)cc5)cc4)cc3)cc2)cc1,[C][O][C][=C][C][=C][Branch2][=Branch1][#Branch2][C][=N][C][=C][C][=C][Branch2][Branch1][N][N][=C][C][=C][C][=C][Branch2][Ring2][=C][O][C][=C][C][=C][Branch2][Ring1][P][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][#Branch2][C][=C][Ring2][Ring1][P][C][=C][Ring2][Ring2][=Branch2][C][=C][Ring2][Ring2][P],{[][<]*O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]N[>][<]}{[>][<]C[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]c1ccc(Cc2ccccc2)cc1[>][<]}{[>][<]*c1ccccc1[>][]}
2422,[*]CCOCCOC(=O)CCSCCC(=O)O[*],Egc,5.4283,CCCOCCOC(=O)CCSCCC(=O)OC,[C][C][C][O][C][C][O][C][=Branch1][C][=O][C][C][S][C][C][C][=Branch1][C][=O][O][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]S[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*O[>][]}
2423,[*]CCOCCOCCOC(=O)CCSCCC(=O)O[*],Egc,5.3579,CCCOCCOCCOC(=O)CCSCCC(=O)OC,[C][C][C][O][C][C][O][C][C][O][C][=Branch1][C][=O][C][C][S][C][C][C][=Branch1][C][=O][O][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]S[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*O[>][]}
2424,[*]CCOCCOCCOCCOC(=O)CCSCCC(=O)O[*],Egc,5.3735,CCCOCCOCCOCCOC(=O)CCSCCC(=O)OC,[C][C][C][O][C][C][O][C][C][O][C][C][O][C][=Branch1][C][=O][C][C][S][C][C][C][=Branch1][C][=O][O][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]S[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*O[>][]}
2425,[*]CCOCCOCCOCCOCCOC(=O)CCSCCC(=O)O[*],Egc,5.3303,CCCOCCOCCOCCOCCOC(=O)CCSCCC(=O)OC,[C][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][=Branch1][C][=O][C][C][S][C][C][C][=Branch1][C][=O][O][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]S[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*O[>][]}
2426,[*]C=CC(=O)C=Cc1ccc(Sc2ccc([*])o2)o1,Egc,2.5309,CC=CC(=O)C=Cc1ccc(Sc2ccc(C)o2)o1,[C][C][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][N][S][C][=C][C][=C][Branch1][C][C][O][Ring1][=Branch1][O][Ring1][N],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]c1ccoc1[>][<]}{[>][<]S[>][<]}{[>][<]*c1ccco1[>][]}
2427,[*]C=CC(=O)C(C)=Cc1ccc(Sc2ccc([*])o2)o1,Egc,2.9229,CC=CC(=O)C(C)=Cc1ccc(Sc2ccc(C)o2)o1,[C][C][=C][C][=Branch1][C][=O][C][Branch1][C][C][=C][C][=C][C][=C][Branch1][N][S][C][=C][C][=C][Branch1][C][C][O][Ring1][=Branch1][O][Ring1][N],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]CC[>][<]}{[>][<]C[>][<]}{[>][<]c1ccoc1[>][<]}{[>][<]S[>][<]}{[>][<]*c1ccco1[>][]}
2429,[*]C=C1CCCCC(=Cc2ccc(Sc3ccc([*])o3)o2)C1=O,Egc,2.9583,CC=C1CCCCC(=Cc2ccc(Sc3ccc(C)o3)o2)C1=O,[C][C][=C][C][C][C][C][C][=Branch2][Ring1][=Branch1][=C][C][=C][C][=C][Branch1][N][S][C][=C][C][=C][Branch1][C][C][O][Ring1][=Branch1][O][Ring1][N][C][Ring2][Ring1][Ring2][=O],{[][<]*C[>][<]}{[>][<]O=C1CCCCCC1[>][<]}{[>][<]C[>][<]}{[>][<]c1ccoc1[>][<]}{[>][<]S[>][<]}{[>][<]*c1ccco1[>][]}
2430,[*]CCCCCCOC(=O)OCCCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(O[*])cc2)cc1,Egc,4.3438,CCCCCCCOC(=O)OCCCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(OC)cc2)cc1,[C][C][C][C][C][C][C][O][C][=Branch1][C][=O][O][C][C][C][C][C][O][C][=Branch1][C][=O][O][C][C][C][C][C][C][O][C][=C][C][=C][Branch1][=C][O][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=C][Ring1][#C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]C=O[>][<]}{[>][<]O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]C=O[>][<]}{[>][<]O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]*O[>][]}
2433,[*]CCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOc1ccc(C(=O)c2ccc(O[*])cc2)cc1,Egc,4.1722,CCCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOc1ccc(C(=O)c2ccc(OC)cc2)cc1,[C][C][C][C][C][C][C][O][C][=Branch1][C][=O][O][C][C][C][C][C][C][O][C][=Branch1][C][=O][O][C][C][C][C][C][C][O][C][=C][C][=C][Branch1][P][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=C][Ring1][S],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]C=O[>][<]}{[>][<]O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]C=O[>][<]}{[>][<]O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]C=O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]*O[>][]}
